t # 0
v 0 11
v 1 17
v 2 6
v 3 5
v 4 12
v 5 19
v 6 17
v 7 10
v 8 19
v 9 11
e 3 5 12
e 4 5 16
t # 59
v 0 7
v 1 9
v 2 1
v 3 13
v 4 7
v 5 12
v 6 16
v 7 1
v 8 14
v 9 1
v 10 2
v 11 0
v 12 9
e 0 1 5
e 0 4 5
e 0 2 5
e 0 7 5
e 1 2 2
e 1 4 10
e 1 7 2
e 2 3 10
e 2 5 14
e 2 8 9
e 2 9 9
e 2 7 9
e 2 10 11
e 3 9 10
e 3 10 11
e 3 4 11
e 4 6 8
e 4 10 3
e 4 12 10
e 5 9 14
e 6 8 6
e 6 11 17
e 7 10 11
e 7 9 9
e 7 12 2
e 8 12 15
t # 60
v 0 4
v 1 13
v 2 3
v 3 3
v 4 8
v 5 1
v 6 4
v 7 18
v 8 9
e 0 1 14
e 0 2 19
e 0 7 16
e 0 3 16
e 1 3 1
e 1 4 15
e 1 5 10
e 1 6 14
e 2 5 12
e 3 5 12
e 3 6 16
e 4 7 10
e 4 8 14
t # 61
v 0 1
v 1 12
v 2 19
v 3 3
v 4 8
v 5 19
v 6 6
v 7 19
v 8 4
v 9 4
v 10 5
v 11 1
v 12 17
e 0 1 14
e 0 3 12
e 0 10 19
e 1 2 5
e 1 6 12
e 1 12 5
e 1 11 14
e 2 4 1
e 2 7 0
e 2 8 15
e 2 9 15
e 3 8 16
e 3 9 19
e 3 10 1
e 3 12 13
e 4 5 1
e 4 11 0
e 4 7 1
e 4 12 6
e 5 9 15
e 6 7 14
e 6 11 11
e 7 8 15
e 10 11 19
t # 62
v 0 15
v 1 17
v 2 2
v 3 16
v 4 17
v 5 8
v 6 1
v 7 8
v 8 3
e 0 1 2
e 0 2 9
e 0 5 10
e 1 3 5
e 1 7 6
e 1 8 13
e 1 2 9
e 2 4 9
e 2 6 11
e 3 8 12
e 3 4 5
e 5 6 0
t # 63
v 0 1
v 1 13
v 2 8
v 3 12
v 4 1
v 5 19
v 6 13
v 7 9
v 8 4
v 9 12
v 10 12
v 11 5
v 12 8
e 0 1 10
e 0 2 0
e 0 7 2
e 0 3 14
e 0 6 10
e 0 10 14
e 0 11 19
e 1 5 10
e 1 11 14
e 1 8 9
e 2 3 14
e 2 6 15
e 2 5 1
e 2 4 0
e 2 7 14
e 3 4 14
e 3 7 12
e 4 11 19
e 4 12 0
e 4 9 14
e 5 8 15
e 5 9 5
e 7 9 12
e 7 10 12
e 7 12 14
t # 64
v 0 0
v 1 11
v 2 10
v 3 7
v 4 2
v 5 11
v 6 7
v 7 11
v 8 10
v 9 8
v 10 12
v 11 1
v 12 1
e 0 1 1
e 0 3 5
e 0 4 11
e 0 6 5
e 0 7 1
e 1 2 19
e 1 9 9
e 1 6 3
e 1 3 3
e 1 10 18
e 2 7 4
e 2 10 1
e 2 11 7
e 3 5 3
e 3 6 5
e 3 12 5
e 4 12 11
e 4 6 3
e 5 8 19
e 5 6 3
e 6 12 5
e 7 10 18
e 8 11 7
e 9 12 0
e 10 11 14
t # 65
v 0 1
v 1 6
v 2 9
v 3 1
v 4 19
v 5 9
v 6 18
v 7 7
v 8 19
v 9 16
v 10 3
e 0 1 11
e 0 2 2
e 0 5 3
e 0 10 12
e 0 3 9
e 1 3 11
e 1 4 14
e 1 8 14
e 2 5 3
e 2 3 2
e 3 5 2
e 3 7 5
e 4 6 11
e 4 8 0
e 5 7 10
e 6 8 11
e 6 9 11
e 7 9 8
e 9 10 12
t # 66
v 0 18
v 1 19
v 2 4
v 3 16
v 4 19
v 5 18
v 6 8
v 7 11
v 8 19
v 9 8
v 10 4
v 11 14
e 0 1 11
e 0 3 11
e 0 6 10
e 0 4 16
e 0 5 19
e 1 2 8
e 1 9 1
e 2 4 15
e 2 8 15
e 2 10 12
e 3 9 17
e 4 5 16
e 4 6 1
e 4 10 15
e 4 8 0
e 5 9 10
e 5 10 16
e 5 11 19
e 6 7 9
e 8 10 8
e 8 11 0
e 8 9 1
e 9 11 9
t # 67
v 0 0
v 1 2
v 2 14
v 3 7
v 4 7
v 5 2
v 6 1
v 7 16
v 8 7
v 9 9
v 10 2
v 11 1
v 12 9
e 0 1 12
e 0 2 4
e 0 3 5
e 0 5 12
e 0 10 11
e 0 8 5
e 1 4 3
e 1 6 11
e 1 5 3
e 1 10 3
e 2 11 9
e 2 6 9
e 3 6 5
e 3 7 8
e 3 5 3
e 3 8 5
e 4 9 10
e 4 12 17
e 5 6 11
e 6 8 5
e 6 10 11
e 8 11 5
e 8 12 16
e 8 9 17
e 8 10 3
e 11 12 2
t # 68
v 0 4
v 1 13
v 2 7
v 3 18
v 4 7
v 5 13
v 6 7
v 7 14
v 8 19
v 9 9
v 10 14
v 11 1
v 12 18
e 0 1 9
e 0 2 12
e 0 3 16
e 0 4 12
e 0 5 14
e 0 6 12
e 0 12 16
e 0 8 15
e 1 11 10
e 2 6 5
e 2 5 11
e 2 11 5
e 3 7 6
e 4 6 5
e 4 9 17
e 5 8 10
e 5 11 10
e 5 6 11
e 6 9 10
e 6 11 5
e 7 12 19
e 7 11 9
e 7 8 0
e 8 10 0
e 10 11 9
t # 69
v 0 11
v 1 14
v 2 16
v 3 19
v 4 0
v 5 17
v 6 12
v 7 4
v 8 8
v 9 17
v 10 19
e 0 1 5
e 0 4 1
e 0 9 7
e 1 2 6
e 1 3 1
e 1 8 9
e 2 5 5
e 2 9 5
e 3 7 8
e 4 10 16
e 5 6 4
e 5 8 6
e 6 9 5
e 6 10 5
e 7 10 15
e 8 9 6
t # 70
v 0 7
v 1 11
v 2 0
v 3 3
v 4 16
v 5 12
v 6 8
v 7 16
v 8 16
v 9 16
v 10 7
e 0 1 3
e 0 2 5
e 0 8 8
e 1 3 17
e 1 5 18
e 2 4 17
e 2 9 17
e 2 8 17
e 3 7 12
e 4 6 17
e 4 10 8
e 4 8 6
e 4 9 6
e 6 7 17
e 7 9 6
e 8 10 8
e 9 10 8
t # 71
v 0 9
v 1 10
v 2 15
v 3 12
v 4 7
v 5 7
v 6 10
v 7 12
v 8 1
v 9 7
v 10 11
v 11 14
e 0 1 3
e 0 3 12
e 0 4 10
e 0 8 2
e 0 11 15
e 0 6 3
e 0 5 17
e 1 2 14
e 1 5 11
e 1 7 1
e 1 9 11
e 2 6 14
e 3 7 18
e 3 8 14
e 4 10 3
e 4 5 5
e 6 7 1
e 6 10 4
e 6 8 7
e 7 10 18
e 8 9 5
e 9 10 3
t # 72
v 0 18
v 1 19
v 2 18
v 3 4
v 4 16
v 5 14
v 6 4
v 7 18
v 8 14
v 9 19
v 10 4
e 0 1 16
e 0 3 16
e 0 10 16
e 0 8 19
e 0 9 16
e 1 2 11
e 1 7 11
e 1 8 1
e 1 5 0
e 1 3 15
e 2 4 11
e 2 6 16
e 2 5 19
e 2 8 19
e 3 5 3
e 6 8 3
e 7 9 16
e 8 9 0
t # 73
v 0 11
v 1 12
v 2 3
v 3 8
v 4 1
v 5 19
v 6 13
v 7 4
v 8 1
v 9 5
v 10 3
v 11 3
e 0 1 18
e 0 2 9
e 0 11 9
e 0 3 9
e 1 3 14
e 1 4 14
e 1 7 4
e 1 8 14
e 2 6 1
e 2 9 1
e 2 10 13
e 3 5 1
e 3 6 15
e 3 8 0
e 4 11 12
e 5 6 10
e 5 7 15
e 6 7 9
e 6 11 1
e 8 10 12
e 8 11 12
e 9 11 1
t # 74
v 0 4
v 1 19
v 2 0
v 3 14
v 4 16
v 5 4
v 6 8
v 7 3
v 8 3
v 9 7
v 10 18
e 0 1 8
e 0 8 16
e 0 3 3
e 0 5 12
e 1 2 16
e 1 5 8
e 1 3 0
e 2 3 4
e 2 4 17
e 2 9 5
e 3 6 9
e 3 5 3
e 4 7 12
e 4 10 11
e 4 8 12
e 5 9 12
e 5 8 16
e 6 10 10
t # 75
v 0 5
v 1 11
v 2 3
v 3 13
v 4 19
v 5 12
v 6 0
v 7 4
v 8 14
v 9 16
e 0 1 12
e 0 3 14
e 1 2 6
e 1 5 18
e 1 8 5
e 1 6 1
e 2 3 1
e 2 7 19
e 2 9 12
e 3 4 10
e 4 6 16
e 4 8 1
e 4 7 15
e 5 7 4
e 6 8 4
e 8 9 6
t # 76
v 0 14
v 1 16
v 2 0
v 3 3
v 4 19
v 5 4
v 6 8
v 7 4
v 8 1
v 9 13
v 10 11
e 0 1 10
e 0 2 4
e 0 7 6
e 0 8 9
e 1 3 12
e 1 6 17
e 1 2 17
e 2 4 16
e 2 10 1
e 3 8 12
e 3 10 6
e 4 5 8
e 5 9 9
e 5 7 12
e 6 8 0
e 6 9 15
e 6 10 9
e 8 9 10
t # 77
v 0 3
v 1 16
v 2 8
v 3 13
v 4 7
v 5 8
v 6 12
v 7 11
v 8 16
v 9 9
e 0 1 12
e 0 3 1
e 1 2 17
e 1 4 8
e 1 5 17
e 1 8 6
e 2 9 14
e 2 6 14
e 2 5 9
e 3 4 11
e 4 8 8
e 5 6 14
e 5 8 17
e 5 7 9
e 6 7 18
e 6 9 12
t # 78
v 0 9
v 1 10
v 2 12
v 3 10
v 4 8
v 5 6
v 6 17
v 7 17
v 8 19
v 9 11
v 10 12
v 11 12
e 0 1 3
e 0 2 12
e 0 3 3
e 0 4 14
e 1 9 4
e 1 3 3
e 2 5 12
e 2 6 5
e 2 7 5
e 2 11 18
e 2 8 5
e 3 9 4
e 4 8 1
e 4 6 6
e 4 7 6
e 5 10 13
e 5 6 4
e 6 9 7
e 7 11 5
e 8 11 5
t # 79
v 0 9
v 1 12
v 2 6
v 3 10
v 4 5
v 5 11
v 6 11
v 7 7
v 8 1
v 9 13
v 10 1
e 0 1 12
e 0 3 3
e 0 7 5
e 0 8 2
e 1 2 12
e 1 8 14
e 1 10 14
e 3 4 4
e 3 10 7
e 3 8 7
e 4 5 12
e 4 6 8
e 4 9 14
e 5 7 3
e 6 7 3
e 8 10 9
e 9 10 10
t # 80
v 0 0
v 1 16
v 2 3
v 3 17
v 4 1
v 5 2
v 6 7
v 7 12
v 8 4
v 9 8
v 10 14
e 0 1 17
e 0 5 12
e 0 10 4
e 0 6 5
e 1 2 12
e 1 6 8
e 1 9 17
e 2 3 13
e 2 4 12
e 2 8 16
e 3 7 4
e 3 9 6
e 3 5 9
e 4 10 9
e 4 5 11
e 4 9 0
e 7 9 14
e 7 8 4
e 8 10 3
e 9 10 9
t # 81
v 0 0
v 1 2
v 2 0
v 3 15
v 4 14
v 5 4
v 6 2
v 7 14
v 8 2
v 9 1
v 10 15
e 0 1 11
e 0 6 12
e 0 7 4
e 0 2 5
e 0 8 12
e 1 2 12
e 1 3 9
e 1 10 3
e 1 9 11
e 1 8 3
e 2 4 4
e 2 8 12
e 3 8 9
e 3 6 3
e 3 10 18
e 4 5 3
e 4 7 6
e 5 7 6
e 7 9 9
e 8 9 11
e 8 10 9
t # 82
v 0 18
v 1 19
v 2 8
v 3 14
v 4 11
v 5 19
v 6 5
v 7 16
v 8 19
v 9 0
v 10 6
e 0 1 16
e 0 2 10
e 0 5 16
e 0 7 11
e 0 8 11
e 1 10 14
e 1 5 0
e 2 3 9
e 2 4 9
e 3 4 5
e 3 9 4
e 3 7 6
e 4 6 12
e 4 9 1
e 5 9 16
e 5 8 0
e 7 9 17
e 8 10 14
t # 83
v 0 8
v 1 16
v 2 1
v 3 1
v 4 0
v 5 5
v 6 7
v 7 3
v 8 10
v 9 2
v 10 6
v 11 9
v 12 5
e 0 1 17
e 0 2 0
e 0 3 0
e 1 4 17
e 1 6 8
e 2 5 19
e 2 10 11
e 2 9 11
e 2 7 12
e 2 3 9
e 2 6 5
e 3 12 19
e 3 7 12
e 3 6 5
e 3 9 11
e 3 10 11
e 3 11 2
e 4 6 5
e 4 9 12
e 5 7 1
e 5 8 4
e 6 8 3
e 6 11 17
e 8 12 4
t # 84
v 0 3
v 1 4
v 2 12
v 3 13
v 4 13
v 5 13
v 6 2
v 7 1
v 8 3
v 9 10
v 10 7
v 11 8
v 12 10
v 13 5
v 14 7
e 0 1 16
e 0 3 1
e 0 5 1
e 0 9 9
e 0 12 9
e 0 8 13
e 0 13 1
e 1 2 4
e 1 4 9
e 1 8 16
e 3 7 10
e 3 10 11
e 3 8 1
e 3 11 15
e 3 14 11
e 3 6 11
e 4 14 11
e 4 11 15
e 4 7 10
e 5 6 11
e 5 8 1
e 5 11 15
e 5 7 10
e 5 13 14
e 6 10 3
e 7 13 19
e 7 14 5
e 7 12 7
e 8 9 9
e 10 14 5
e 10 12 11
e 12 13 4
t # 85
v 0 10
v 1 15
v 2 10
v 3 7
v 4 7
v 5 9
v 6 4
v 7 13
v 8 19
v 9 1
v 10 13
e 0 1 14
e 0 9 7
e 0 3 11
e 0 2 3
e 1 2 14
e 1 5 18
e 2 3 11
e 2 4 3
e 3 6 12
e 3 9 5
e 4 10 11
e 4 7 11
e 4 5 17
e 4 9 5
e 5 9 2
e 6 7 9
e 6 8 8
t # 86
v 0 9
v 1 10
v 2 7
v 3 1
v 4 14
v 5 7
v 6 10
v 7 7
v 8 3
v 9 11
e 0 1 3
e 0 2 16
e 0 6 3
e 1 7 11
e 1 6 3
e 1 5 11
e 2 3 5
e 2 9 3
e 3 4 9
e 3 5 5
e 3 7 5
e 3 6 7
e 5 6 11
e 6 8 9
e 6 9 19
t # 87
v 0 11
v 1 12
v 2 3
v 3 17
v 4 12
v 5 16
v 6 17
v 7 10
v 8 12
v 9 12
v 10 19
v 11 2
e 0 1 18
e 0 2 17
e 0 4 18
e 0 8 18
e 1 3 4
e 1 6 4
e 1 9 18
e 1 10 5
e 1 4 18
e 2 3 13
e 3 4 5
e 3 5 5
e 3 8 5
e 3 11 6
e 4 7 1
e 4 6 5
e 5 6 5
e 6 9 4
e 6 11 9
e 7 10 12
e 9 10 5
t # 88
v 0 11
v 1 17
v 2 14
v 3 0
v 4 4
v 5 19
v 6 10
v 7 4
v 8 4
v 9 13
v 10 16
v 11 2
v 12 3
e 0 1 7
e 0 2 5
e 0 6 4
e 0 12 6
e 1 11 9
e 1 12 13
e 2 3 4
e 2 4 6
e 2 7 6
e 2 8 6
e 2 10 6
e 2 5 0
e 3 5 16
e 3 10 17
e 3 11 12
e 4 9 9
e 4 7 12
e 5 9 10
e 5 6 12
e 6 12 9
e 7 12 16
e 7 8 12
e 8 12 16
e 8 9 9
e 9 12 1
t # 89
v 0 4
v 1 14
v 2 13
v 3 7
v 4 8
v 5 12
v 6 4
v 7 7
v 8 10
v 9 12
v 10 11
v 11 9
v 12 6
v 13 11
e 0 1 3
e 0 2 9
e 0 3 12
e 0 5 4
e 0 7 12
e 0 9 4
e 1 4 9
e 1 10 5
e 1 6 3
e 2 6 9
e 2 7 11
e 2 4 15
e 3 11 17
e 3 6 12
e 4 11 14
e 4 13 9
e 4 5 14
e 5 10 18
e 5 12 13
e 5 11 12
e 5 8 1
e 6 9 4
e 7 8 11
e 7 13 3
e 7 11 17
e 9 10 18
e 9 13 18
e 10 13 7
t # 90
v 0 13
v 1 19
v 2 18
v 3 1
v 4 10
v 5 18
v 6 6
v 7 12
v 8 10
v 9 10
e 0 1 10
e 0 3 10
e 1 2 16
e 1 4 12
e 1 5 11
e 1 8 12
e 1 7 5
e 3 6 11
e 3 9 7
e 4 9 3
e 4 7 1
e 6 7 13
e 7 9 1
e 7 8 1
e 8 9 3
t # 91
v 0 3
v 1 11
v 2 14
v 3 17
v 4 18
v 5 3
v 6 11
v 7 14
v 8 11
v 9 16
v 10 13
v 11 5
e 0 1 17
e 0 3 13
e 0 10 1
e 0 6 6
e 0 5 13
e 1 2 5
e 1 5 9
e 1 3 7
e 1 6 7
e 1 8 7
e 2 4 6
e 3 6 7
e 3 9 5
e 3 5 13
e 3 8 7
e 4 7 6
e 5 8 6
e 5 11 1
e 6 11 12
e 7 9 10
e 8 11 12
t # 92
v 0 3
v 1 4
v 2 3
v 3 18
v 4 19
v 5 14
v 6 14
v 7 16
v 8 3
v 9 11
v 10 0
e 0 1 19
e 0 9 17
e 0 7 12
e 1 2 16
e 1 3 3
e 1 5 6
e 2 8 13
e 3 4 11
e 3 6 19
e 4 10 16
e 5 7 6
e 5 10 4
e 5 9 5
e 6 7 10
e 6 9 5
e 7 8 12
e 7 10 17
e 8 9 6
e 9 10 1
t # 93
v 0 2
v 1 17
v 2 7
v 3 2
v 4 0
v 5 15
v 6 15
v 7 3
v 8 9
v 9 10
v 10 2
v 11 11
v 12 5
e 0 1 9
e 0 2 3
e 0 3 3
e 0 6 3
e 1 7 13
e 1 11 7
e 1 5 18
e 1 6 18
e 2 3 3
e 2 10 3
e 2 9 11
e 2 8 17
e 3 4 11
e 3 5 9
e 3 6 9
e 4 10 12
e 5 8 18
e 6 9 14
e 6 10 3
e 7 12 1
e 7 11 6
e 8 9 3
e 9 11 4
e 9 12 4
e 11 12 8
t # 94
v 0 2
v 1 7
v 2 2
v 3 0
v 4 7
v 5 2
v 6 17
v 7 9
v 8 1
e 0 1 3
e 0 3 11
e 0 6 6
e 1 2 3
e 1 5 3
e 1 7 5
e 1 3 5
e 1 8 5
e 1 4 5
e 2 4 3
e 2 8 11
e 7 8 2
t # 95
v 0 6
v 1 19
v 2 4
v 3 13
v 4 2
v 5 18
v 6 7
v 7 13
e 0 1 14
e 1 2 8
e 1 5 16
e 2 3 9
e 2 5 3
e 2 7 9
e 3 4 11
e 4 6 3
e 4 7 11
e 6 7 11
t # 96
v 0 10
v 1 11
v 2 15
v 3 3
v 4 7
v 5 9
v 6 2
v 7 11
v 8 1
v 9 10
v 10 5
e 0 1 4
e 0 2 14
e 0 3 9
e 0 10 4
e 0 9 3
e 0 8 7
e 1 4 3
e 1 9 19
e 2 6 3
e 2 5 18
e 3 7 9
e 3 8 12
e 3 10 1
e 4 5 10
e 4 6 3
e 4 8 5
e 5 9 3
e 8 10 19
t # 97
v 0 3
v 1 16
v 2 0
v 3 14
v 4 19
v 5 2
v 6 10
v 7 18
v 8 8
v 9 14
v 10 4
v 11 0
e 0 1 12
e 0 6 9
e 1 2 17
e 1 3 6
e 1 8 17
e 1 11 17
e 1 7 11
e 2 3 4
e 2 4 16
e 2 5 11
e 3 8 9
e 4 6 12
e 4 7 16
e 4 9 1
e 4 8 1
e 4 11 16
e 5 11 11
e 7 8 10
e 8 9 9
e 9 10 3
t # 98
v 0 4
v 1 18
v 2 14
v 3 4
v 4 12
v 5 7
v 6 0
v 7 7
v 8 1
v 9 18
v 10 9
v 11 18
e 0 1 3
e 0 5 12
e 0 7 12
e 0 9 16
e 0 4 4
e 0 11 16
e 1 2 19
e 1 3 16
e 1 11 19
e 2 3 3
e 2 11 6
e 2 9 19
e 3 4 4
e 3 5 12
e 3 7 12
e 4 8 14
e 5 6 5
e 5 7 5
e 5 10 17
e 7 10 10
e 8 10 2
t # 99
v 0 1
v 1 2
v 2 0
v 3 5
v 4 2
v 5 7
v 6 10
v 7 1
v 8 0
v 9 7
v 10 17
v 11 7
v 12 15
e 0 1 11
e 0 3 19
e 0 7 9
e 0 9 5
e 1 2 11
e 1 5 3
e 1 7 11
e 1 12 3
e 1 11 3
e 1 4 3
e 2 4 11
e 2 9 5
e 2 8 5
e 3 6 4
e 4 8 11
e 4 10 6
e 4 11 3
e 4 5 3
e 4 7 11
e 5 6 11
e 5 8 5
e 6 11 11
e 6 12 14
e 8 11 5
e 10 12 18
t # 100
v 0 8
v 1 13
v 2 18
v 3 14
v 4 16
v 5 8
v 6 0
v 7 14
v 8 19
v 9 19
v 10 4
e 0 1 15
e 0 2 10
e 0 3 9
e 0 4 17
e 1 9 10
e 1 8 10
e 1 5 15
e 2 10 3
e 2 9 16
e 2 7 19
e 3 4 6
e 3 6 4
e 3 8 0
e 4 5 17
e 4 7 6
e 5 7 9
e 6 8 16
e 7 8 0
e 9 10 15
t # 101
v 0 2
v 1 7
v 2 0
v 3 11
v 4 0
v 5 2
v 6 13
v 7 7
v 8 7
v 9 9
v 10 16
e 0 1 3
e 0 4 11
e 0 6 11
e 1 2 5
e 1 3 3
e 1 10 8
e 1 8 5
e 1 6 11
e 2 10 17
e 2 3 1
e 2 4 5
e 3 7 3
e 4 5 11
e 5 8 3
e 5 6 11
e 6 7 11
e 6 8 11
e 7 9 16
e 7 10 8
t # 102
v 0 4
v 1 18
v 2 18
v 3 8
v 4 3
v 5 4
v 6 16
v 7 8
v 8 11
v 9 14
v 10 14
v 11 19
v 12 18
e 0 1 16
e 0 2 3
e 0 4 16
e 0 12 3
e 0 10 3
e 0 9 3
e 0 5 12
e 1 6 11
e 1 10 19
e 1 5 16
e 1 9 19
e 2 3 10
e 2 9 19
e 2 5 16
e 3 8 9
e 3 11 1
e 4 5 19
e 5 11 15
e 6 7 17
e 6 10 6
e 6 12 11
e 7 8 9
e 7 11 1
e 7 9 9
t # 103
v 0 5
v 1 13
v 2 3
v 3 8
v 4 8
v 5 11
v 6 3
v 7 1
v 8 3
v 9 17
v 10 1
e 0 1 14
e 0 2 1
e 0 8 1
e 0 5 12
e 1 3 15
e 1 4 15
e 1 6 1
e 1 2 1
e 2 9 13
e 2 6 13
e 3 5 9
e 3 9 6
e 4 7 0
e 4 10 0
e 4 5 9
e 4 9 6
e 5 8 6
e 5 9 7
e 6 9 13
e 7 8 12
t # 104
v 0 7
v 1 10
v 2 19
v 3 2
v 4 9
v 5 1
v 6 9
v 7 10
v 8 15
v 9 13
v 10 6
v 11 7
e 0 1 11
e 0 3 3
e 0 6 17
e 0 11 5
e 0 7 11
e 1 2 12
e 1 4 3
e 1 11 3
e 1 7 3
e 1 5 7
e 1 6 3
e 2 10 14
e 2 9 10
e 3 9 11
e 4 5 2
e 4 7 3
e 4 8 18
e 4 11 17
e 5 6 2
e 5 10 11
e 6 7 3
e 7 11 11
e 7 8 14
t # 105
v 0 0
v 1 14
v 2 16
v 3 19
v 4 7
v 5 18
v 6 16
v 7 4
v 8 4
v 9 8
e 0 1 4
e 0 4 5
e 0 2 17
e 1 2 10
e 1 3 1
e 1 6 6
e 2 5 11
e 2 4 8
e 2 6 6
e 3 7 15
e 4 6 8
e 4 7 12
e 5 7 16
e 5 8 16
e 5 9 10
t # 106
v 0 8
v 1 9
v 2 18
v 3 19
v 4 13
v 5 4
v 6 14
v 7 12
v 8 17
v 9 4
v 10 17
v 11 18
v 12 19
v 13 5
e 0 1 14
e 0 2 10
e 0 7 14
e 0 6 9
e 0 3 1
e 0 10 6
e 1 6 15
e 1 7 12
e 2 3 16
e 2 9 16
e 2 11 19
e 2 12 16
e 3 4 10
e 3 5 8
e 3 11 11
e 3 9 15
e 3 7 5
e 3 12 0
e 4 13 14
e 4 5 9
e 4 9 9
e 5 12 15
e 5 9 12
e 6 12 0
e 6 11 19
e 6 9 3
e 7 8 4
e 7 10 4
e 7 9 4
e 8 10 7
e 9 12 15
t # 107
v 0 3
v 1 11
v 2 1
v 3 3
v 4 10
v 5 8
v 6 11
v 7 11
v 8 8
v 9 17
v 10 14
e 0 1 9
e 0 2 12
e 0 6 9
e 0 9 13
e 1 5 9
e 1 6 7
e 1 7 7
e 1 10 5
e 1 4 4
e 2 3 12
e 2 4 7
e 2 8 0
e 2 5 0
e 3 9 13
e 4 7 19
e 6 10 5
e 8 9 6
t # 108
v 0 7
v 1 16
v 2 9
v 3 7
v 4 10
v 5 0
v 6 7
v 7 8
v 8 16
v 9 17
v 10 1
e 0 1 8
e 0 2 10
e 0 4 3
e 0 5 5
e 0 10 5
e 0 6 5
e 1 9 5
e 1 3 8
e 2 3 17
e 2 6 10
e 2 7 14
e 2 10 3
e 3 8 8
e 3 4 11
e 5 6 5
e 6 8 8
e 7 9 6
e 8 9 5
t # 109
v 0 3
v 1 11
v 2 4
v 3 13
v 4 14
v 5 0
v 6 4
v 7 14
v 8 18
e 0 1 6
e 0 2 16
e 1 5 1
e 2 3 14
e 2 4 6
e 2 8 3
e 2 6 12
e 2 7 3
e 4 6 3
e 4 5 4
e 5 7 4
e 6 7 6
e 7 8 19
t # 110
v 0 1
v 1 14
v 2 19
v 3 5
v 4 18
v 5 16
v 6 11
v 7 4
v 8 4
v 9 8
v 10 5
v 11 11
e 0 1 9
e 0 3 19
e 0 10 19
e 0 9 0
e 1 2 0
e 1 6 5
e 1 5 6
e 1 8 3
e 2 4 11
e 2 7 15
e 2 8 8
e 2 9 1
e 3 11 12
e 4 5 11
e 4 7 16
e 4 8 16
e 4 9 10
e 5 9 17
e 6 9 9
e 6 11 7
e 7 8 12
t # 111
v 0 14
v 1 18
v 2 14
v 3 4
v 4 9
v 5 7
v 6 14
v 7 10
v 8 1
v 9 3
v 10 19
v 11 5
e 0 1 6
e 0 4 15
e 0 8 9
e 0 10 1
e 1 2 6
e 1 3 3
e 1 6 6
e 1 10 16
e 2 3 3
e 2 8 9
e 2 10 0
e 3 9 19
e 3 6 3
e 3 10 15
e 4 5 10
e 5 7 3
e 6 8 9
e 7 11 4
e 7 9 9
e 7 8 7
e 8 11 19
t # 112
v 0 1
v 1 12
v 2 17
v 3 17
v 4 6
v 5 19
v 6 15
v 7 12
v 8 9
v 9 7
v 10 19
e 0 1 14
e 0 4 11
e 0 7 14
e 1 2 5
e 1 3 5
e 1 10 5
e 2 4 4
e 2 6 18
e 2 3 7
e 3 6 18
e 3 7 5
e 4 5 14
e 5 7 5
e 5 10 0
e 6 8 18
e 8 9 17
t # 113
v 0 12
v 1 19
v 2 14
v 3 1
v 4 17
v 5 11
v 6 14
v 7 10
v 8 2
v 9 5
v 10 3
e 0 1 5
e 0 4 5
e 0 7 1
e 1 2 1
e 1 6 1
e 2 3 9
e 2 5 5
e 3 7 7
e 3 10 12
e 4 5 7
e 4 8 9
e 4 10 13
e 5 9 8
e 5 6 5
e 5 10 6
e 7 10 9
e 9 10 1
t # 114
v 0 4
v 1 12
v 2 19
v 3 0
v 4 2
v 5 14
v 6 6
v 7 14
v 8 11
v 9 8
v 10 17
v 11 3
v 12 16
e 0 1 4
e 0 2 15
e 0 5 3
e 1 6 13
e 1 10 4
e 1 9 14
e 1 8 18
e 2 3 16
e 2 7 0
e 2 5 0
e 2 9 1
e 2 6 14
e 3 4 12
e 3 5 4
e 3 8 1
e 3 7 4
e 5 12 6
e 5 9 9
e 7 9 9
e 7 8 5
e 7 12 6
e 8 11 9
e 8 10 7
e 9 12 17
e 9 10 6
e 10 11 13
t # 115
v 0 2
v 1 17
v 2 16
v 3 0
v 4 12
v 5 0
v 6 0
v 7 10
v 8 11
v 9 1
v 10 1
v 11 2
e 0 1 6
e 0 3 11
e 0 5 12
e 0 6 12
e 0 11 3
e 0 10 11
e 1 2 5
e 1 4 5
e 2 6 17
e 2 3 17
e 4 7 1
e 4 8 18
e 4 9 14
e 4 10 14
e 5 11 11
e 5 8 1
e 5 6 5
e 6 8 1
e 6 11 12
e 7 10 7
e 7 8 4
e 10 11 11
t # 116
v 0 3
v 1 16
v 2 17
v 3 16
v 4 10
v 5 17
v 6 6
v 7 3
v 8 4
v 9 4
v 10 17
e 0 1 12
e 0 4 9
e 0 5 13
e 0 9 16
e 0 10 13
e 0 7 13
e 1 2 5
e 1 7 12
e 1 3 6
e 2 3 5
e 3 5 5
e 5 6 4
e 5 7 13
e 6 10 4
e 7 8 19
e 7 9 16
e 8 9 12
t # 117
v 0 3
v 1 11
v 2 10
v 3 1
v 4 17
v 5 10
v 6 13
v 7 15
v 8 10
e 0 1 17
e 0 2 9
e 0 3 12
e 0 4 13
e 0 6 1
e 1 5 4
e 1 2 4
e 1 8 4
e 1 4 7
e 2 7 14
e 2 8 3
e 7 8 14
t # 118
v 0 1
v 1 13
v 2 19
v 3 5
v 4 8
v 5 12
v 6 3
v 7 4
v 8 7
v 9 11
v 10 8
v 11 12
v 12 13
e 0 1 10
e 0 3 19
e 0 4 0
e 0 5 14
e 0 12 10
e 0 8 5
e 0 10 0
e 1 2 10
